budget,id,original_language,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count
0,244339,cn,1.583918,2013-03-10,0,107.0,Released,,Out of Inferno,5.8,11
0,245700,en,9.242554,2014-10-31,5405500,150.0,Released,,Mr. Turner,6.3,204
1800000,542,es,2.179428,2002-10-01,0,118.0,Released,Lead us not into temptation,The Crime of Padre Amaro,6.2,36
6000000,712,en,29.834065,1994-03-09,254700832,117.0,Released,Five good reasons to stay single.,Four Weddings and a Funeral,6.6,632
11000000,86829,en,36.319205,2013-10-06,32935319,105.0,Released,,Inside Llewyn Davis,7.2,834
560000,704,en,10.730056,1964-07-06,12299668,88.0,Released,"The Beatles, starring in their first full-length, hilarious, action-packed film!",A Hard Day's Night,7.3,168
0,11137,en,17.943945,2004-03-28,0,111.0,Released,Finding your inner princess can be such a royal pain.,The Prince & Me,5.9,278
80000000,11665,en,23.496054,2008-06-19,230685453,110.0,Released,Saving The World...And Loving It!,Get Smart,6.0,1051
50000000,2116,en,14.993459,2003-10-03,55495563,105.0,Released,The Clock Is Ticking...,Out of Time,6.1,298
23000000,854,en,85.30318,1994-07-29,351583407,101.0,Released,From zero to hero.,The Mask,6.6,2472
17000000,255343,en,25.112567,2014-10-11,3758328,120.0,Released,Welcome to the family,Escobar: Paradise Lost,6.1,271
5000000,252680,en,10.274542,2014-03-25,10429707,98.0,Released,What could go wrong?,Moms' Night Out,5.5,121
0,16858,en,5.159407,1979-12-20,37823676,123.0,Released,All that work. All that glitter. All that pain. All that love. All that crazy rhythm. All that jazz.,All That Jazz,7.3,85
0,241257,en,27.215666,2015-10-01,17671101,106.0,Released,Fear always finds its victim,Regression,5.3,585
0,323270,en,0.392658,2015-10-27,0,0.0,Released,,The Horror Network Vol. 1,5.0,2
103000000,98,en,95.301296,2000-05-01,457640427,155.0,Released,A Hero Will Rise.,Gladiator,7.9,5439
0,256687,en,2.214925,2014-04-20,0,96.0,Released,Greed. Revenge. Redemption.,Swelter,4.6,21
47000000,9095,en,6.067212,1996-02-23,12379402,104.0,Released,The untold story of Jekyll and Hyde,Mary Reilly,5.7,74
6500000,76025,en,40.688426,2011-10-02,17693675,100.0,Released,,Shame,7.0,875
25000000,9903,en,5.073536,2006-10-14,11772461,116.0,Released,Never let the truth get in the way of a good story.,The Hoax,6.4,60
3000000,292,en,1.697846,2005-09-12,11718595,100.0,Released,,Dave Chappelle's Block Party,6.4,28
50000000,10400,en,20.825781,1999-09-17,73956241,146.0,Released,His greatest fight was for justice.,The Hurricane,7.2,396
5000000,245916,en,21.343093,2014-10-09,2450846,112.0,Released,Can you keep a national secret?,Kill the Messenger,6.6,355
0,28665,en,7.668063,2009-01-01,0,107.0,Released,,Fame,5.5,135
92620000,19,de,32.351527,1927-01-10,650422,153.0,Released,There can be no understanding between the hands and the brain unless the heart acts as mediator.,Metropolis,8.0,657
0,55567,en,0.305922,2010-07-16,531826,105.0,Released,Dance - Sing - Dream,Standing Ovation,3.9,6
0,13066,en,1.742383,2006-01-01,0,80.0,Released,,I Want Someone to Eat Cheese With,5.7,12
6000000,642,en,24.499996,1969-09-23,102308889,110.0,Released,"Not that it matters, but most of it is true.",Butch Cassidy and the Sundance Kid,7.4,650
63000000,1852,en,24.697533,2006-08-09,162945894,128.0,Released,The world saw evil that day. Two men saw something else.,World Trade Center,5.9,447
42000000,227159,en,82.185281,2014-11-26,107670357,108.0,Released,New Crime. Same Tools.,Horrible Bosses 2,6.1,1536
0,29064,en,1.288173,1999-10-15,2400000,100.0,Released,,The Omega Code,4.4,17
4000000,215,en,42.187986,2005-10-28,152925093,92.0,Released,Oh Yes... There Will Be Blood.,Saw II,6.3,1251
150000000,18360,en,81.781591,2009-05-20,413106170,105.0,Released,When the lights go off the battle is on.,Night at the Museum: Battle of the Smithsonian,5.9,1971
32000000,709,en,28.22119,1989-07-07,156167015,133.0,Released,His bad side is a dangerous place to be.,Licence to Kill,5.9,541
0,4107,en,7.330691,2002-01-16,773228,107.0,Released,,Bloody Sunday,7.2,53
40000000,11551,en,23.088571,1998-07-10,54682547,110.0,Released,"The few, the proud, and the small.",Small Soldiers,6.2,511
1000000,46727,en,0.340019,1999-02-11,0,104.0,Released,There's no place for dreams on the streets of Vegas,Speedway Junky,5.2,7
32000000,11637,en,13.590677,2005-01-20,97918663,95.0,Released,24 hours. 350 miles. His girlfriend's kids. What could possibly go wrong?,Are We There Yet?,5.2,221
0,25769,en,12.708963,2009-09-04,5802422,84.0,Released,"The rules are simple. You break them, you die...",Carriers,5.8,282
70000000,10550,en,8.37378,2002-09-20,19924033,91.0,Released,,Ballistic: Ecks vs. Sever,4.3,97
3300000,301748,en,2.964785,2014-11-08,45000,96.0,Released,"A battle of the sexes, winner takes all.",The Opposite Sex,4.1,9
17500000,205,en,28.60542,2004-09-11,38000000,121.0,Released,"When the world closed its eyes, he opened his arms.",Hotel Rwanda,7.5,793
10,217708,is,1.617943,2013-08-30,11,85.0,Released,,Of Horses and Men,6.9,26
7000000,13685,en,11.700578,1996-02-21,560069,91.0,Released,"They're not really criminals, but everyone's got to have a dream.",Bottle Rocket,6.8,281
19800000,239678,en,20.311684,2014-09-10,41296320,103.0,Released,Welcome Home. Get Uncomfortable.,This Is Where I Leave You,6.5,505
45000000,9899,en,6.803965,2005-12-25,38058335,134.0,Released,,The Producers,6.1,151
55000000,175574,en,14.414937,2013-10-30,110000000,91.0,Released,Hang On To Your Nuggets,Free Birds,5.7,254
0,270554,en,0.053755,2013-11-08,0,85.0,Released,To Serve & Terminate,Echo Dr.,5.0,1
0,37737,en,4.807549,2010-05-21,0,131.0,Released,,Kites,6.0,40
4500000,9303,en,15.359952,1996-09-13,7011317,108.0,Released,"In their world, you can't buy freedom, but you can steal it.",Bound,6.9,198
75000000,8970,en,4.842626,1999-04-02,29000000,90.0,Released,"They fell in love 24 years ago... and in the next 24 hours, they'll remember why.",The Out-of-Towners,5.0,45
17000000,114150,en,32.746486,2012-09-28,115350426,112.0,Released,Get pitch slapped.,Pitch Perfect,7.3,2247
9500000,667,en,28.675891,1967-06-12,111584787,117.0,Released,You Only Live Twice...and Twice is the only way to live!,You Only Live Twice,6.5,531
100000000,11688,en,51.113717,2000-12-09,169327687,78.0,Released,It's All About.....ME!,The Emperor's New Groove,7.2,1490
23000000,9532,en,38.799596,2000-03-16,53302314,98.0,Released,No accidents. No coincidences. No escapes. You can't cheat death.,Final Destination,6.4,1378
2000000,990,en,17.639478,1961-09-25,7600000,134.0,Released,They called him Fast Eddie. He was a winner. He was a loser. He was a hustler.,The Hustler,7.6,240
150000000,10527,en,44.141021,2008-10-30,603900354,89.0,Released,Still together. Still lost!,Madagascar: Escape 2 Africa,6.2,1810
62000000,9087,en,11.056763,1995-11-17,107879496,106.0,Released,Why can't the most powerful man in the world have the one thing he wants most?,The American President,6.5,195
11000000,17708,en,3.495758,2001-10-12,23978402,86.0,Released,Undercover and Out The Way!,Corky Romano,4.1,54
2000000,16608,en,14.617944,2005-10-06,5048693,104.0,Released,This land will be civilized.,The Proposition,7.1,218
55000000,10632,en,8.634954,2003-03-11,34234008,94.0,Released,Some men should not be found.,The Hunted,6.0,189
0,192134,en,10.416332,2013-11-15,523511,93.0,Released,I want my money plus interest.... and a present,Dom Hemingway,5.8,212
90000000,297,en,36.069611,1998-11-12,142940100,178.0,Released,Sooner or later everyone does.,Meet Joe Black,6.9,1147
1800000,1051,en,15.978136,1971-10-09,41158757,104.0,Released,There are no rules and no holds barred when Popeye cuts loose!,The French Connection,7.4,422
20000000,172391,en,6.459787,2013-07-18,27187375,85.0,Released,"Half a zebra, a whole lot of adventure!",Khumba,5.8,72
50000000,10320,en,32.233713,2005-03-17,161451538,110.0,Released,The dead don't sleep.,The Ring Two,5.4,632
12500000,9504,en,13.939054,1992-09-15,10725228,100.0,Released,Lie. Cheat. Steal. All in a day’s work.,Glengarry Glen Ross,7.5,323
100000000,2023,en,16.759252,2004-03-05,108103450,136.0,Released,Unbridled. Unbroken. Unbeaten.,Hidalgo,6.5,318
25000000,168530,en,28.468,2014-01-07,153997819,99.0,Released,Propose to this cop's sister? Rookie mistake.,Ride Along,6.1,853
16000000,111190,en,18.790221,2013-04-03,318982,100.0,Released,,Adore,6.1,291
9000000,10803,en,12.268143,1976-06-23,25000000,119.0,Released,The only thing you can't have in Logan's world is your 30th birthday. Unless you run away.,Logan's Run,6.6,269
29000000,12771,en,8.93941,2002-08-20,16930185,100.0,Released,The One Thing That Could Bring Them Together Is Revenge.,Serving Sara,5.0,85
50000000,71552,en,39.920035,2012-04-04,234989584,113.0,Released,Save the best piece for last.,American Reunion,6.1,1611
0,32235,en,1.980265,2003-01-01,0,103.0,Released,,Northfork,6.7,24
750000,8416,it,8.429295,1970-10-21,0,107.0,Released,Bertolucci's Masterpiece about Sex and Politics,The Conformist,7.6,127
0,28353,en,1.20245,1997-08-06,13960203,93.0,Released,,Def Jam's How to Be a Player,5.3,8
0,283686,en,3.215465,2014-08-27,0,92.0,Released,,Out of the Dark,4.6,55
7000000,17908,en,5.675535,2000-01-14,0,95.0,Released,Every family needs an optimist.,My Dog Skip,6.5,69
0,310933,en,0.100533,2013-06-01,0,0.0,Released,,Bleeding Hearts,2.0,1
9000000,10179,en,3.810697,1984-03-16,0,91.0,Released,A totally SPACED adventure! ...You have to be there to see it.,The Ice Pirates,5.7,49
31500000,302156,en,27.891012,2016-04-14,14708696,113.0,Released,,Criminal,5.7,557
3000000,82507,en,41.045084,2012-03-29,77712439,110.0,Released,"Once you see him, nothing can save you.",Sinister,6.7,1573
0,218500,en,0.592821,1983-08-19,0,104.0,Released,,The Ballad of Gregorio Cortez,0.0,0
75000000,12610,en,10.54544,2001-08-07,13596911,95.0,Released,Every BODY needs a hero,Osmosis Jones,5.9,228
5000000,352978,en,1.398981,2015-08-30,0,88.0,Released,"When duty calls, plans change",Chain of Command,5.3,11
0,25786,en,4.980585,2004-11-23,0,86.0,Released,,Samantha: An American Girl Holiday,4.6,9
71000000,3050,en,21.462935,1998-06-22,294456605,85.0,Released,He doesn't just talk to the animals!,Doctor Dolittle,5.4,686
0,43743,en,0.003352,2002-01-01,0,84.0,Released,There once was a wolf named Lupold...,Fabled,0.0,0
50000000,181283,en,40.371098,2015-03-15,3324330,137.0,Released,How do you find a killer who doesn’t exist?,Child 44,6.1,547
0,34099,en,0.18094,2004-04-25,0,120.0,Released,,Brave New Girl,3.7,3
0,38570,en,5.628399,2010-06-08,0,82.0,Released,,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,3.2,34
22500000,256917,en,22.096286,2014-12-25,15520023,112.0,Released,To honour a promise. To find his sons. To make his peace.,The Water Diviner,6.8,431
75000000,52451,en,36.605246,2011-08-31,132274484,110.0,Released,Every legend has a new beginning.,The Three Musketeers,5.6,924
0,25983,en,8.628485,2009-04-25,0,95.0,Released,Talk on the phone. Finish your homework. Watch TV. Die.,The House of the Devil,6.0,197
20000000,9470,cn,13.658985,2004-02-10,100914445,99.0,Released,So many gangsters...so little time.,Kung Fu Hustle,7.2,831
30000000,265208,en,48.0343,2015-01-14,0,92.0,Released,Never bet against a man with a killer hand.,Wild Card,5.4,656
7000000,40794,it,7.720692,2010-02-12,8220215,110.0,Released,,Loose Cannons,7.0,118
145000000,82703,en,38.73494,2014-02-07,272912430,92.0,Released,He's Leaving His Mark On History,Mr. Peabody & Sherman,6.7,843
8000000,37735,en,45.395839,2010-09-10,74952305,92.0,Released,The rumour-filled totally false account of how I ruined my flawless reputation.,Easy A,6.7,2210
30000000,10333,en,3.845231,1991-12-25,74787599,132.0,Released,"A story about the memories that haunt us, and the truth that sets us free.",The Prince of Tides,5.9,56
0,5126,en,5.737161,2007-11-02,0,106.0,Released,"doesn't matter where you come from, as long as you find where you belong!",Martian Child,6.8,79
27000000,6968,de,7.727035,2008-09-24,0,150.0,Released,,The Baader Meinhof Complex,7.1,157
750000,9022,en,12.284939,2008-02-15,0,90.0,Released,Everyone is dying to be with her. Someone is killing for it.,All the Boys Love Mandy Lane,5.7,209
28,1613,en,9.670031,2001-12-07,14,93.0,Released,Nice Wheels. Dirty Deals. And One Mean Mother In A Kilt.,The 51st State,5.9,173
6000000,238,en,143.659698,1972-03-14,245066411,175.0,Released,An offer you can't refuse.,The Godfather,8.4,5893
15000000,25704,en,7.446069,2009-08-21,6405245,89.0,Released,A Pre-Life Crisis.,Post Grad,5.0,100
25000000,1934,en,31.792964,1998-12-11,289317794,122.0,Released,Love is the only inspiration.,Shakespeare in Love,6.8,796
7300000,2011,fr,24.281951,2007-05-23,0,95.0,Released,,Persepolis,7.7,450
25000000,9266,en,11.42943,2002-08-08,51842679,104.0,Released,"Three Friends, One Passion, No Limits.",Blue Crush,5.6,159
28000000,23172,en,14.639324,2010-01-15,45236543,94.0,Released,"Spying is easy, Babysitting is hard",The Spy Next Door,5.5,345
0,15765,en,7.921311,1993-06-09,0,118.0,Released,Who needs a heart when a heart can be broken?,What's Love Got to Do with It,6.9,72
4000000,10132,en,4.541908,1988-12-21,3468572,110.0,Released,The last neighborhood in America.,Talk Radio,6.7,46
250000000,209112,en,155.790452,2016-03-23,873260194,151.0,Released,Justice or revenge,Batman v Superman: Dawn of Justice,5.7,7004
1700000,1705,en,13.315383,1973-06-15,8844595,93.0,Released,The final chapter in the incredible Apes saga. The most suspenseful showdown ever filmed as two civilizations battle for the right to inherit what's left of the earth!,Battle for the Planet of the Apes,5.5,215
70000000,59981,en,6.682006,2013-06-13,18662027,88.0,Released,There's trouble in OZ...,Legends of Oz: Dorothy's Return,5.9,43
35000000,325133,en,50.179171,2016-05-04,108758521,91.0,Released,New neighbors.,Neighbors 2: Sorority Rising,5.6,1462
25000000,40001,en,7.946769,1996-04-19,10070000,105.0,Released,The story of a girl who is going from filthy to rich,Mrs. Winterbourne,5.3,25
10000000,9515,en,5.647538,2005-05-12,17297244,96.0,Released,A hitman and a salesman walk into a bar...,The Matador,6.2,136
0,6007,en,2.526356,2001-03-16,0,89.0,Released,,Elling,7.0,51
24000000,14369,en,4.12064,2001-11-21,14782676,89.0,Released,"They haven't quite figured it all out, but they're getting a little warmer.",Out Cold,5.8,53
25000000,13805,en,16.238961,2008-08-29,14109284,87.0,Released,Your favorite movies are going to be destroyed.,Disaster Movie,3.0,240
110000000,80274,en,45.94834,2013-10-23,125537191,114.0,Released,This is not a game.,Ender's Game,6.6,2303
35000000,88794,en,28.069419,2011-11-09,84606030,137.0,Released,The most powerful man in the world.,J. Edgar,6.0,741
0,16155,en,1.190729,1998-08-17,0,88.0,Released,Welcome to the world of disorganised crime.,Safe Men,6.3,16
4000000,10246,en,12.891276,1981-11-13,125728258,94.0,Released,Keep an eye out for the funniest movie about growing up ever made!,Porky's,6.1,183
40000000,10066,en,17.157738,2005-04-30,68766121,113.0,Released,Prey. Slay. Display,House of Wax,5.5,677
0,47686,en,0.948316,1997-01-01,0,97.0,Released,"An oddball odyssey about voyeurism, LSD and nude bowling!",Dream with the Fishes,7.7,10
11000000,14434,en,4.536745,2007-03-16,13196245,90.0,Released,In marriage no one can hear you scream.,I Think I Love My Wife,5.0,55
1000000,1781,en,14.139004,2006-01-24,46243000,100.0,Released,By far the most terrifying film you will ever see.,An Inconvenient Truth,6.7,251
3,79587,en,0.008263,2009-01-15,0,100.0,Released,Comedy,Four Single Fathers,0.0,0
73000000,8688,en,20.790703,1998-08-07,103891409,98.0,Released,Believe everything except your eyes.,Snake Eyes,5.8,327
80000000,2157,en,17.455024,1998-04-03,136159423,130.0,Released,"Danger, Will Robinson!",Lost in Space,5.0,388
11000000,10646,en,7.063053,2001-03-30,23430766,95.0,Released,The Last Man Standing Gets The Kitty.,Tomcats,4.9,74
21000000,9473,en,27.197799,1999-06-30,0,81.0,Released,UH-OH.,"South Park: Bigger, Longer & Uncut",7.1,893
68000000,853,en,41.273567,2001-03-13,96976270,131.0,Released,Some Men Are Born To Be Heroes.,Enemy at the Gates,7.2,999
1100000,39895,en,1.220072,1987-09-25,1400000,99.0,Released,Welcome to Oldfield. Stop in for a night of pure terror.,From a Whisper to a Scream,6.8,15
30000000,23742,en,25.825771,2010-02-26,55583804,107.0,Released,Rock out with your Glock out,Cop Out,5.3,511
110,1494,zh,9.950505,2006-12-21,0,114.0,Released,Unspeakable secrets are hidden within the Forbidden City.,Curse of the Golden Flower,6.6,203
20000000,579,en,19.636044,1978-06-16,187884007,116.0,Released,Just when you thought it was safe to go back in the water...,Jaws 2,5.9,406
500000,12281,en,8.519202,2004-01-15,603943,90.0,Released,"Beneath the surface, everyone has a secret.",Mean Creek,6.9,106
0,107315,en,1.36514,2011-10-22,0,0.0,Released,There's nothing scarier than a blank page.,Below Zero,4.4,12
15000000,9276,en,21.535126,1998-12-25,40283321,104.0,Released,Take me to your teacher.,The Faculty,6.2,492
0,224569,en,0.964802,1999-09-16,0,104.0,Released,"In life only two things are certain, death and taxes.",Taxman,2.0,1
30000000,172,en,19.578249,1989-06-09,70200000,107.0,Released,Adventure and imagination will meet at the final frontier.,Star Trek V: The Final Frontier,5.6,376
8000000,44009,en,7.235794,2010-11-05,18124262,129.0,Released,,Another Year,7.0,97
38000000,193,en,14.779041,1994-11-17,120000000,118.0,Released,Boldly go.,Star Trek: Generations,6.4,452
4000000,7347,pt,23.604936,2007-10-12,0,115.0,Released,On the streets of Rio only the elite survive,Elite Squad,7.8,504
300000,118452,en,0.374291,1998-08-07,40542,94.0,Released,,"First Love, Last Rites",3.0,1
0,12797,en,17.98817,2008-09-19,0,102.0,Released,He sees dead people... and they annoy him.,Ghost Town,6.4,286
5000000,199933,en,1.731035,2014-09-12,846704,99.0,Released,Who is John Galt?,Atlas Shrugged Part III: Who is John Galt?,3.9,15
16000000,25166,en,3.021835,2000-03-03,15427192,96.0,Released,"The death of Mona Dearly wasn't so much a whodunnit, as a who didn't.",Drowning Mona,5.4,43
100000000,39451,en,32.389353,2010-12-21,310650585,98.0,Released,"Kids bring everyone closer, right?",Little Fockers,5.4,1060
150000000,4922,en,60.269279,2008-11-24,333932083,166.0,Released,"Life isn't measured in minutes, but in moments.",The Curious Case of Benjamin Button,7.3,3292
1950000,329540,en,3.696123,2015-04-10,0,90.0,Released,,The Marine 4: Moving Target,5.8,49
150000000,674,en,101.250416,2005-11-05,895921036,157.0,Released,Dark And Difficult Times Lie Ahead.,Harry Potter and the Goblet of Fire,7.5,5608
12000000,61984,ja,5.158067,2010-12-01,11212294,131.0,Released,,Space Battleship Yamato,6.3,59
0,35691,en,3.644872,2010-04-09,0,110.0,Released,,Letters to God,6.5,37
60000000,9641,en,18.831023,2005-12-21,129181830,94.0,Released,Same Big Family... Even Bigger Adventure.,Cheaper by the Dozen 2,5.7,526
20000000,61012,en,23.292761,2012-10-10,52302796,94.0,Released,This Halloween prepare for a 3D ride through hell.,Silent Hill: Revelation 3D,5.0,432
0,14114,en,3.804597,2004-01-30,0,95.0,Released,"If you want respect, you've got to take it.",You Got Served,4.8,75
27000000,10189,en,41.832392,2008-08-06,101624843,111.0,Released,Put this in your pipe and smoke it.,Pineapple Express,6.6,1148
0,283671,en,1.413934,2014-08-07,0,85.0,Released,,Jungle Shuffle,6.5,1
58000000,710,en,59.824565,1995-11-16,352194034,130.0,Released,No limits. No fears. No substitutes.,GoldenEye,6.6,1174
15000000,9792,en,35.107857,2006-03-10,69623713,107.0,Released,The lucky ones die first.,The Hills Have Eyes,6.1,705
0,25113,en,8.067702,1981-05-22,0,107.0,Released,,The Four Seasons,6.3,16
26000000,22894,en,30.981604,2010-01-21,67918658,100.0,Released,"When the last angel falls, the fight for mankind begins.",Legion,5.2,629
20000000,27579,en,18.632156,2010-08-31,65464324,104.0,Released,,The American,5.8,481
5000000,227348,en,19.984477,2014-01-01,86362372,84.0,Released,You're one of us now.,Paranormal Activity: The Marked Ones,5.2,449
0,11658,ko,9.572705,2004-02-05,15,140.0,Released,,Tae Guk Gi: The Brotherhood of War,7.4,133
60000000,10589,en,14.113066,2004-11-12,61347797,97.0,Released,Who will walk away?,After the Sunset,6.0,226
25000000,8850,en,8.178203,1994-07-01,48063435,108.0,Released,The Shadow Knows!,The Shadow,5.4,138
4000000,1365,en,14.042041,2001-11-11,44909486,111.0,Released,A lifetime of change can happen in a single moment.,Monster's Ball,6.5,250
0,12637,en,3.876242,1977-06-21,0,155.0,Released,,"New York, New York",6.1,67
26500000,128,ja,60.732738,1997-07-12,159375308,134.0,Released,The Fate Of The World Rests On The Courage Of One Warrior.,Princess Mononoke,8.2,1983
2900000,248,en,3.370225,1961-12-18,5000000,136.0,Released,You have to see it to believe it!,Pocketful of Miracles,7.3,25
75000000,8909,en,73.82289,2008-06-19,258270008,110.0,Released,Choose your destiny.,Wanted,6.4,2528
0,17994,en,7.151154,1986-12-31,0,98.0,Released,It's more than just a game.,Witchboard,5.9,58
50000000,231,en,16.871194,2005-11-23,94000000,128.0,Released,Everything is connected.,Syriana,6.3,451
5000000,29996,en,0.835617,1959-12-25,12200000,139.0,Released,Only once in 3000 years...anything like...,Solomon and Sheba,5.4,8
2500000,468,en,10.363642,1991-10-17,0,104.0,Released,"It's not where you go, it's how you get there.",My Own Private Idaho,7.1,212
24000000,184098,en,15.237142,2014-06-20,70181428,105.0,Released,,Think Like a Man Too,6.4,225
52000000,2026,en,23.663713,2005-03-09,77944725,113.0,Released,Every Second Counts,Hostage,6.2,512
7000000,48620,en,2.932784,2009-10-21,0,102.0,Released,,The Mighty Macs,5.0,15
4200000,1880,en,11.743085,1984-08-10,38376497,114.0,Released,,Red Dawn,6.4,215
12000000,205220,en,29.019504,2013-11-01,100129872,98.0,Released,These two unlikely companions are on a journey to find her long lost son.,Philomena,7.4,579
14000000,44754,en,4.898424,2011-09-30,46495,149.0,Released,,Margaret,6.1,86
62000,33468,en,2.407048,1962-02-25,0,82.0,Released,Alive... without a body... fed by an unspeakable horror from hell!,The Brain That Wouldn't Die,4.4,32
10000000,244316,en,10.073144,2015-02-27,0,94.0,Released,Hunt or be hunted.,Into the Grizzly Maze,5.1,74
29000000,11036,en,55.109138,2004-06-25,115603229,123.0,Released,Behind every great love is a great story.,The Notebook,7.7,3067
1250000,26815,hi,3.000435,2009-12-11,0,156.0,Released,Welcome to the world of sales boss!,Rocket Singh: Salesman of the Year,7.0,27
14000000,17880,en,3.334804,2005-02-18,32645546,106.0,Released,Discover what happens when you go looking for a miracle and a miracle comes looking for you.,Because of Winn-Dixie,6.1,61
22000000,10929,en,1.322528,2003-03-14,0,100.0,Released,"When the cat's away, the rats will play.",Willard,5.8,82
30000000,10955,en,2.981047,2002-09-02,0,110.0,Released,,Ripley's Game,6.6,69
6500000,11033,en,11.208769,1980-06-25,31899000,105.0,Released,The Latest Fashion In Murder,Dressed to Kill,6.8,157
110000000,262504,en,86.105615,2016-03-09,179246868,121.0,Released,Break the boundaries of your world,Allegiant,5.9,1998
0,13785,en,10.982255,2000-09-19,0,90.0,Released,Some pets deserve a little more respect than others.,Best in Show,6.7,166
35000000,152,en,24.616634,1979-12-06,139000000,132.0,Released,The human adventure is just beginning.,Star Trek: The Motion Picture,6.2,530
0,18840,en,4.488547,2005-10-30,0,135.0,Released,,The White Countess,6.9,21
0,77332,en,0.065155,2000-01-24,0,103.0,Released,Heard any good stories lately?,Urbania,5.2,10
15000000,28211,en,26.373864,2009-03-25,8459458,96.0,Released,"If the one you love was lying to you, how far would you go to find out the truth?",Chloe,5.9,498
2000000,5854,en,3.832858,1976-04-09,7900000,121.0,Released,There’s no body in the family plot.,Family Plot,6.7,86
60000000,9932,en,21.08952,2002-12-06,55003135,96.0,Released,Back in therapy,Analyze That,5.7,380
50000000,11968,en,14.723467,2005-09-30,44434439,110.0,Released,Treasure has its price.,Into the Blue,5.8,458
15000000,370980,it,0.738646,2015-12-03,0,,Released,,Chiamatemi Francesco - Il Papa della gente,7.3,12
0,13411,en,7.314796,2003-04-10,0,86.0,Released,,Malibu's Most Wanted,4.7,77
4000000,46332,fr,4.992475,2010-05-18,41424067,120.0,Released,"In the face of terror, their greatest weapon was faith...",Of Gods and Men,6.5,91
18000000,10364,en,4.504377,1970-06-24,24911670,121.0,Released,,Catch-22,6.7,72
12000000,3179,en,12.60629,1996-12-15,0,81.0,Released,Coming to a screen bigger than your TV.,Beavis and Butt-Head Do America,6.5,168
0,83860,en,1.86221,2011-10-30,5355847,107.0,Released,Every Life Is Beautiful,October Baby,6.8,35
11000000,11109,en,4.131918,2004-10-22,0,125.0,Released,Wife. Mother. Criminal.,Vera Drake,6.8,80
61000000,82695,en,48.356214,2012-12-18,441809770,157.0,Released,Fight. Dream. Hope. Love.,Les Misérables,7.1,1884
35000000,2018,en,14.949395,2001-01-26,94728529,103.0,Released,His big day is her big problem.,The Wedding Planner,5.5,427
7000000,57825,en,12.150871,2004-02-11,0,111.0,Released,Bollywood meets Hollywood... And it's a perfect match,Bride & Prejudice,6.5,110
9000,72766,en,0.642552,2011-12-26,0,85.0,Released,A newlywed couple's honeymoon is upended by the arrivals of their respective sisters.,Newlyweds,5.9,5
0,239897,en,0.485405,2014-01-24,0,98.0,Released,,Dwegons,0.5,1
12000000,10368,en,2.238646,1999-03-25,21001563,117.0,Released,,Tea with Mussolini,5.8,32
50000000,13836,en,23.935053,2009-03-12,106303988,98.0,Released,The race is on,Race to Witch Mountain,5.5,509
250000,32222,en,0.126304,2001-01-01,0,100.0,Released,,American Desi,5.0,4
15000000,14,en,80.878605,1999-09-15,356296601,122.0,Released,Look closer.,American Beauty,7.9,3313
30000000,12763,en,8.999675,2006-03-17,34742066,108.0,Released,Never Follow,Take the Lead,6.6,162
0,13982,en,5.016607,1997-04-18,0,95.0,Released,A mindless comedy.,8 Heads in a Duffel Bag,5.4,39
15000000,9100,en,19.517239,1996-05-03,24769466,101.0,Released,Welcome to the witching hour.,The Craft,6.3,380
40000000,54054,en,19.438503,2012-01-26,36893721,91.0,Released,She's looking for a few not-so-good men,One for the Money,5.3,388
150000000,27022,en,35.580815,2010-07-13,215283742,109.0,Released,It's The Coolest Job Ever.,The Sorcerer's Apprentice,5.8,1470
117000000,37834,en,44.906918,2010-06-15,261930431,109.0,Released,Every Hit Man Deserves a Second Shot!,Knight and Day,5.9,1547
0,16358,en,9.085482,2004-10-15,0,91.0,Released,,Eulogy,6.4,34
10500000,88641,en,0.037073,1994-09-02,123509,99.0,Released,,There Goes My Baby,8.5,2
12516654,126319,fr,11.103202,2012-12-12,8109160,78.0,Released,"Bonnie and Clyde, Sid and Nancy...",Ernest & Celestine,7.6,142
0,10994,en,9.423866,2002-10-11,0,109.0,Released,,White Oleander,7.2,108
65000000,12133,en,22.977983,2008-07-25,128107642,98.0,Released,They grow up so fast.,Step Brothers,6.5,1062
100000000,10545,en,46.727941,1996-06-21,100138851,91.0,Released,,The Hunchback of Notre Dame,6.8,1129
12000000,86825,en,27.322212,2013-02-28,12077441,99.0,Released,Innocence Ends.,Stoker,6.5,882
60000000,10052,en,8.927137,2002-02-22,52322400,104.0,Released,When someone you love dies... are they gone forever?,Dragonfly,6.1,204
135000000,77950,en,44.765377,2013-07-11,282570682,96.0,Released,SLO NO MO,Turbo,6.1,1074
0,11232,en,11.940711,2001-12-25,0,118.0,Released,If they lived in the same century they'd be perfect for each other.,Kate & Leopold,6.0,418
20000000,11458,en,6.377308,2002-11-21,0,100.0,Released,,People I Know,5.5,48
3000000,10014,en,21.607228,1985-10-31,29999213,87.0,Released,Someone is coming back to Elm Street!,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7,361
17000000,25763,en,2.215261,1977-09-10,8720000,91.0,Released,,Damnation Alley,5.0,27
0,11354,en,6.2464,2005-01-23,0,118.0,Released,Sometimes what tears us apart helps us put it back together.,The Upside of Anger,6.4,72
