id,title,original_language,revenue,budget,runtime,status,tagline,vote_count,year,popularity_ranking
23629,Sucker Punch,en,89792502,82000000,110.0,Released,You will be unprepared,1623,2011,5
8688,Snake Eyes,en,103891409,73000000,98.0,Released,Believe everything except your eyes.,327,1998,5
10153,Sphere,en,13100000,75000000,134.0,Released,"A thousand feet beneath the sea, the blackest holes are in the mind...",476,1998,5
153518,The Angry Birds Movie,en,349779543,73000000,97.0,Released,Why so angry?,1022,2016,5
8676,Fool's Gold,en,111231041,70000000,112.0,Released,This February True Love Takes a Dive.,444,2008,5
20829,Funny People,en,61458982,75000000,146.0,Released,"George Simmons was prepared to die, but then a funny thing happened.",390,2009,5
4349,The Kingdom,en,86658558,70000000,110.0,Released,How do you stop an enemy who isn't afraid to die?,513,2007,6
9718,Talladega Nights: The Ballad of Ricky Bobby,en,162966177,72500000,116.0,Released,The story of a man who could only count to #1,491,2006,6
10808,Dr. Dolittle 2,en,176104344,70000000,87.0,Released,The doctor is in again.,410,2001,4
197,Braveheart,en,210000000,72000000,177.0,Released,Every man dies. Not every man truly lives.,3336,1995,7
25,Jarhead,en,96889998,72000000,125.0,Released,Welcome to the suck.,765,2005,6
35,The Simpsons Movie,en,527068851,75000000,87.0,Released,See our family. And feel better about yours.,2264,2007,6
11086,The Majestic,en,37317558,72000000,152.0,Released,Sometimes your life comes into focus one frame at a time.,188,2001,6
10477,Driven,en,54744738,94000000,116.0,Released,Get ready for the race of your life.,179,2001,4
1997,Two Brothers,en,62172050,74500000,109.0,Released,"Two infant tiger cubs, separated from their parents and each other.",180,2004,6
6947,The Village,en,256697520,60000000,108.0,Released,There is no turning back,1071,2004,6
3050,Doctor Dolittle,en,294456605,71000000,85.0,Released,He doesn't just talk to the animals!,686,1998,5
2675,Signs,en,408247917,72000000,106.0,Released,It’s not like they didn’t warn us.,1599,2002,6
809,Shrek 2,en,919838758,150000000,93.0,Released,Once upon another time...,2988,2004,6
920,Cars,en,461983149,120000000,117.0,Released,Ahhh... it's got that new movie smell.,3877,2006,6
4806,Runaway Bride,en,309457509,70000000,116.0,Released,Catch her if you can.,455,1999,5
7451,xXx,en,277448382,70000000,124.0,Released,A New Breed Of Secret Agent.,1424,2002,5
228165,The SpongeBob Movie: Sponge Out of Water,en,311594032,74000000,93.0,Released,He's leaving his world behind.,719,2015,5
3595,Ransom,en,309492681,80000000,117.0,Released,Someone is going to pay.,470,1996,6
16869,Inglourious Basterds,en,319131050,70000000,153.0,Released,Once upon a time in Nazi occupied France...,6430,2009,7
879,Hook,en,300854823,70000000,144.0,Released,What if Peter Pan grew up?,1532,1991,6
1573,Die Hard 2,en,240031094,70000000,124.0,Released,Die Harder,1896,1990,6
9257,S.W.A.T.,en,116643346,80000000,117.0,Released,You're either S.W.A.T. or you're not.,770,2003,5
1903,Vanilla Sky,en,203388341,68000000,136.0,Released,"Forget everything you know, and open your eyes.",1078,2001,6
9697,Lady in the Water,en,42285169,75000000,110.0,Released,Time is running out for a happy ending.,409,2006,5
395,AVP: Alien vs. Predator,en,171183863,70000000,101.0,Released,Whoever wins... We lose,1217,2004,5
23398,Alvin and the Chipmunks: The Squeakquel,en,443140005,75000000,88.0,Released,The Boys are back in town... and they have competition.,666,2009,5
10590,We Were Soldiers,en,114660784,75000000,138.0,Released,400 U.S paratroopers. 4000 Vietnamese soldiers. 12 000 miles away from home. 1 man led them into battle.,521,2002,6
117263,Olympus Has Fallen,en,161025640,70000000,120.0,Released,When our flag falls our nation will rise.,2981,2013,6
200,Star Trek: Insurrection,en,118000000,70000000,103.0,Released,The battle for paradise has begun.,391,1998,6
44943,Battle: Los Angeles,en,202466756,70000000,116.0,Released,It's not war. It's survival.,1448,2011,5
587,Big Fish,en,122919055,70000000,125.0,Released,An adventure as big as life itself.,1994,2003,7
10395,Wolf,en,0,0,125.0,Released,The animal is out.,216,1994,6
57212,War Horse,en,177584879,66000000,146.0,Released,Separated by War. Tested by Battle. Bound by Friendship.,992,2011,7
152760,The Monuments Men,en,154984035,70000000,118.0,Released,It was the greatest art heist in history,1523,2014,5
2756,The Abyss,en,90000098,70000000,139.0,Released,"There's everything you've ever known about adventure, and then there's The Abyss.",808,1989,7
33909,Wall Street: Money Never Sleeps,en,134748021,70000000,133.0,Released,Gordon never gives up.,493,2010,5
49017,Dracula Untold,en,215529201,70000000,92.0,Released,Every bloodline has a beginning,2389,2014,6
9882,The Siege,en,116672912,70000000,116.0,Released,On November 6th our freedom is history,352,1998,6
2270,Stardust,en,135560026,70000000,127.0,Released,This Summer A Star Falls. The Chase Begins.,1184,2007,7
978,Seven Years in Tibet,en,131457682,70000000,136.0,Released,At the end of the world his real journey began.,630,1997,7
44564,The Dilemma,en,67112664,70000000,111.0,Released,Two best friends. Nothing could come between them... or could it?,304,2011,5
3132,Bad Company,en,65977295,70000000,116.0,Released,Two Mismatched Partners. One Messed Up Case!,228,2002,5
8814,Doom,en,55987321,60000000,105.0,Released,No one gets out alive.,609,2005,5
8427,I Spy,en,33561137,70000000,97.0,Released,Attitude meets espionage.,269,2002,5
52520,Underworld: Awakening,en,160112671,70000000,88.0,Released,Vengeance Returns,1862,2012,6
80585,Rock of Ages,en,59418613,75000000,123.0,Released,Nothin' but a good time,385,2012,6
10592,Hart's War,en,32287044,70000000,125.0,Released,"Beyond Courage, Beyond Honor.",241,2002,5
49021,Killer Elite,en,57777106,66000000,116.0,Released,May the best man live.,695,2011,6
11535,Rollerball,en,0,0,98.0,Released,Go Ballistic,106,2002,3
10550,Ballistic: Ecks vs. Sever,en,19924033,70000000,91.0,Released,,97,2002,4
11258,Hard Rain,en,19870567,70000000,97.0,Released,"In the worst storm in living memory, one guard stands between five men and three million dollars.",179,1998,5
12610,Osmosis Jones,en,13596911,75000000,95.0,Released,Every BODY needs a hero,228,2001,5
59981,Legends of Oz: Dorothy's Return,en,18662027,70000000,88.0,Released,There's trouble in OZ...,43,2013,5
201088,Blackhat,en,17752940,70000000,133.0,Released,We are no longer in control.,826,2015,5
5137,Sky Captain and the World of Tomorrow,en,57958696,70000000,107.0,Released,Who will save us?,439,2004,5
3093,Basic Instinct 2,en,38629478,70000000,114.0,Released,Everything interesting begins in the mind,180,2006,4
107846,Escape Plan,en,122915111,50000000,115.0,Released,No one breaks out alone.,1659,2013,6
188207,The Legend of Hercules,en,61279452,70000000,99.0,Released,Every Man Has a Destiny,533,2014,4
4614,The Sum of All Fears,en,193000000,68000000,124.0,Released,"27,000 nuclear weapons. One is missing.",437,2002,5
24021,The Twilight Saga: Eclipse,en,698491347,68000000,124.0,Released,It all begins ... With a choice.,2301,2010,5
11371,The Score,en,71069884,68000000,124.0,Released,There are no partners in crime,423,2001,6
20352,Despicable Me,en,543513985,69000000,95.0,Released,Superbad. Superdad.,6478,2010,7
11517,Money Train,en,35431113,60000000,103.0,Released,"Get on, or GET OUT THE WAY!",222,1995,5
214756,Ted 2,en,217022588,68000000,115.0,Released,"Ted is Coming, Again.",2463,2015,6
26428,Agora,en,39041505,70000000,127.0,Released,"Alexandria, Egypt. 391 A.D. The World Changed Forever.",395,2009,6
9824,Mystery Men,en,29762011,68000000,121.0,Released,"We're not your classic heroes, we're the other guys.",250,1999,5
48988,Hall Pass,en,83160734,36000000,105.0,Released,"One Week, No Rules",611,2011,5
9008,The Insider,en,60289912,90000000,157.0,Released,Two men driven to tell the truth... whatever the cost.,481,1999,7
300673,The Finest Hours,en,52099090,80000000,114.0,Released,"32 survivors, room for 12.",588,2016,6
12113,Body of Lies,en,113280098,70000000,128.0,Released,Trust no one. Deceive everyone.,895,2008,6
38778,Dinner for Schmucks,en,86387857,69000000,114.0,Released,Takes One To Know One.,531,2010,5
72331,Abraham Lincoln: Vampire Hunter,en,112265139,69000000,94.0,Released,Are you a patriot or a vampire?,1269,2012,5
1844,Entrapment,en,212404396,66000000,112.0,Released,The trap is set.,602,1999,6
846,The X Files,en,189198313,66000000,121.0,Released,Fight the Future,488,1998,6
9703,The Last Legion,en,25303038,67000000,102.0,Released,The end of an empire...the beginning of a legend.,207,2007,5
857,Saving Private Ryan,en,481840909,70000000,169.0,Released,The mission is a man.,5048,1998,7
136797,Need for Speed,en,203277636,66000000,130.0,Released,For honor. For love. For redemption.,1520,2014,6
3981,What Women Want,en,374111707,70000000,127.0,Released,He has the power to hear everything women are thinking. Finally... a man is listening.,992,2000,6
425,Ice Age,en,383257136,59000000,81.0,Released,They came. They thawed. They conquered.,3857,2002,7
6171,Dreamcatcher,en,75715436,68000000,136.0,Released,A circle of friendship. A web of mystery. A pattern of fear.,567,2003,5
72976,Lincoln,en,275293450,65000000,149.0,Released,"With the moral courage and fierce determination to succeed, his choices will change the fate of generations to come.",1429,2012,6
603,The Matrix,en,463517383,63000000,136.0,Released,Welcome to the Real World.,8907,1999,7
568,Apollo 13,en,355237933,52000000,140.0,Released,"Houston, we have a problem.",1599,1995,7
9021,The Santa Clause 2,en,172855065,65000000,104.0,Released,What's Christmas Fun without some Reindeer Games?,297,2002,5
82695,Les Misérables,en,441809770,61000000,157.0,Released,Fight. Dream. Hope. Love.,1884,2012,7
9489,You've Got Mail,en,250821495,65000000,119.0,Released,Someone you pass on the street may already be the love of your life.,838,1998,6
12133,Step Brothers,en,128107642,65000000,98.0,Released,They grow up so fast.,1062,2008,6
9342,The Mask of Zorro,en,250288523,95000000,136.0,Released,No one has seen his face... but everyone ... knows this mark.,1183,1998,6
41733,Due Date,en,211780824,65000000,95.0,Released,Leave Your Comfort Zone,1685,2010,6
227306,Unbroken,en,163442937,65000000,137.0,Released,Survival. Resilience. Redemption.,1400,2014,7
5551,Space Cowboys,en,128884132,65000000,130.0,Released,Space will never be the same.,403,2000,6
9350,Cliffhanger,en,255000211,70000000,112.0,Released,The height of adventure.,588,1993,6
9208,Broken Arrow,en,150270147,50000000,108.0,Released,Prepare to Go Ballistic.,453,1996,5
4244,The Kid,en,69700000,65000000,104.0,Released,Nobody ever grows up quite like they imagined.,238,2000,6
1852,World Trade Center,en,162945894,63000000,128.0,Released,The world saw evil that day. Two men saw something else.,447,2006,5
11820,Mona Lisa Smile,en,0,65000000,117.0,Released,"In a world that told them how to think, she showed them how to live.",393,2003,6
76493,The Dictator,en,179379533,65000000,83.0,Released,kurd,1743,2012,5
345,Eyes Wide Shut,en,162091208,65000000,159.0,Released,Cruise. Kidman. Kubrick.,1234,1999,7
196867,Annie,en,133821816,65000000,119.0,Released,It's a Hard Knock Life,466,2014,6
256591,Focus,en,153962963,50100000,105.0,Released,Never Drop The Con.,2542,2015,6
59962,This Means War,en,156974557,65000000,103.0,Released,It's SPY Against SPY,1389,2012,5
36648,Blade: Trinity,en,128905366,65000000,123.0,Released,The final hunt begins.,1252,2004,5
1880,Red Dawn,en,38376497,4200000,114.0,Released,,215,1984,6
9440,Primary Colors,en,0,65000000,143.0,Released,What went down on the way to the top.,94,1998,6
71679,Resident Evil: Retribution,en,240159255,65000000,95.0,Released,The Ultimate Battle Begins,1600,2012,5
10483,Death Race,en,73762516,45000000,105.0,Released,Get ready for a killer race.,1175,2008,6
11412,The Long Kiss Goodnight,en,89456761,65000000,120.0,Released,What's forgotten is not always gone.,314,1996,6
11983,Proof of Life,en,0,65000000,135.0,Released,,208,2000,6
6795,Zathura: A Space Adventure,en,64321501,65000000,101.0,Released,Adventure Is Waiting,779,2005,6
550,Fight Club,en,100853753,63000000,139.0,Released,Mischief. Mayhem. Soap.,9413,1999,8
11170,We Are Marshall,en,43545364,65000000,124.0,Released,From the ashes we rose.,186,2006,6
9292,Hudson Hawk,en,17218080,65000000,100.0,Released,Danger is his middle name.,269,1991,5
10783,Lucky Numbers,en,0,65000000,105.0,Released,When they put their heads together... it's a no brainer.,52,2000,4
100241,"I, Frankenstein",en,71154592,65000000,92.0,Released,"In the battle between good and evil, an immortal holds the key",687,2014,5
257,Oliver Twist,en,42093706,50000000,130.0,Released,,274,2005,6
9947,Elektra,en,56681566,43000000,97.0,Released,Looks can kill,575,2005,4
189,Sin City: A Dame to Kill For,en,39407616,65000000,102.0,Released,There is no justice without sin.,1286,2014,6
12618,Random Hearts,en,74608570,64000000,133.0,Released,In a perfect world...they never would have met.,63,1999,5
253412,Everest,en,203427584,55000000,121.0,Released,The Storm Awaits.,1772,2015,6
1427,Perfume: The Story of a Murderer,en,132180323,50000000,147.0,Released,Based on the best-selling novel,1165,2006,7
818,Austin Powers in Goldmember,en,296655431,63000000,94.0,Released,He's still evil... He's still deadly... and he's still surrounded by frickin' idiots!,979,2002,5
16577,Astro Boy,en,44091067,65000000,94.0,Released,Have a blast.,409,2009,6
329,Jurassic Park,en,920100000,63000000,127.0,Released,An adventure 65 million years in the making.,4856,1993,7
12160,Wyatt Earp,en,25052000,63000000,191.0,Released,The epic story of love and adventure in a lawless land.,202,1994,6
9331,Clear and Present Danger,en,215887717,62000000,141.0,Released,The war of drugs would lead him to the war of power.,386,1994,6
300168,Dragon Blade,zh,121545703,65000000,127.0,Released,When the Eagle meets the Dragon,145,2015,5
9072,Little Man,en,101595121,64000000,98.0,Released,Big things come in small packages,261,2006,5
3536,U-571,en,127666415,62000000,116.0,Released,Heroes are ordinary men who do extraordinary things in extraordinary times.,340,2000,6
9087,The American President,en,107879496,62000000,106.0,Released,Why can't the most powerful man in the world have the one thing he wants most?,195,1995,6
12177,The Love Guru,en,41819064,62000000,87.0,Released,His Karma is Huge,242,2008,4
12138,3000 Miles to Graceland,en,18720175,62000000,125.0,Released,Crime Is King.,178,2001,5
273248,The Hateful Eight,en,155760117,44000000,167.0,Released,No one comes up here without a damn good reason.,4274,2015,7
9955,Blades of Glory,en,0,53000000,93.0,Released,Kick Some Ice.,569,2007,5
50359,Hop,en,183953723,63000000,95.0,Released,"Candy, chicks and rock 'n' roll.",331,2011,5
1271,300,en,422610419,65000000,117.0,Released,"Spartans, prepare for glory!",4997,2006,7
693,Meet the Fockers,en,516642939,80000000,115.0,Released,Misery loves family.,1373,2004,6
14306,Marley & Me,en,244082376,60000000,115.0,Released,Heel the love.,1343,2008,6
497,The Green Mile,en,284600000,60000000,189.0,Released,Miracles do happen.,4048,1999,8
11199,Wild Hogs,en,253625427,0,100.0,Released,A lot can happen on the road to nowhere.,648,2007,5
9982,Chicken Little,en,314432665,150000000,81.0,Released,"When it comes to saving the world, it helps to be a little chicken.",944,2005,5
210577,Gone Girl,en,369330363,61000000,145.0,Released,You don't know what you've got 'til it's...,5862,2014,7
2501,The Bourne Identity,en,214034224,60000000,119.0,Released,He was the perfect weapon until he became the target.,3583,2002,7
710,GoldenEye,en,352194034,58000000,130.0,Released,No limits. No fears. No substitutes.,1174,1995,6
2275,The General's Daughter,en,149705852,60000000,116.0,Released,Go behind the lies.,205,1999,6
37165,The Truman Show,en,264118201,60000000,103.0,Released,On the air. Unaware.,4537,1998,7
9837,The Prince of Egypt,en,218613188,70000000,99.0,Released,The Power Is Real.,817,1998,6
10708,Daddy Day Care,en,164433867,60000000,92.0,Released,Who's your daddy?,506,2003,5
136400,2 Guns,en,131940411,61000000,109.0,Released,"2 Guns, 1 Bank.",1589,2013,6
10992,Cats & Dogs,en,93375151,60000000,87.0,Released,Things Are Gonna Get Hairy!,352,2001,5
9654,The Italian Job,en,176070171,60000000,110.0,Released,Get in. Get out. Get even.,1919,2003,6
2642,Two Weeks Notice,en,93354918,60000000,101.0,Released,Over. Done. Finished. A comedy about love at last glance.,487,2002,5
8916,Antz,en,171757863,60000000,83.0,Released,Every ant has his day.,1272,1998,6
19899,Couples Retreat,en,171844840,70000000,113.0,Released,It may be paradise... but it's no vacation.,588,2009,5
2119,Days of Thunder,en,157920733,60000000,107.0,Released,You can't stop the thunder.,353,1990,5
9641,Cheaper by the Dozen 2,en,129181830,60000000,94.0,Released,Same Big Family... Even Bigger Adventure.,526,2005,5
294254,Maze Runner: The Scorch Trials,en,311256926,61000000,132.0,Released,The Maze Was Just the Beginning.,3040,2015,6
38167,Eat Pray Love,en,204594016,60000000,133.0,Released,Let Yourself GO,636,2010,5
5994,The Family Man,en,0,60000000,125.0,Released,"What if you made different choices? What if you said yes, instead of no? What if you got a second chance?",521,2000,6
39514,RED,en,71664962,58000000,111.0,Released,Still armed. Still dangerous. Still got it.,2808,2010,6
9563,Any Given Sunday,en,100230832,55000000,163.0,Released,Play or be Played.,422,1999,6
547,The Horse Whisperer,en,186883563,60000000,170.0,Released,,292,1998,6
1538,Collateral,en,217764291,65000000,120.0,Released,It started like any other night.,1451,2004,7
9334,The Scorpion King,en,165333180,60000000,92.0,Released,Warrior. Legend. King.,779,2002,5
11128,Ladder 49,en,74541707,60000000,115.0,Released,Their greatest challenge lies in rescuing one of their own,207,2004,6
75780,Jack Reacher,en,218340595,60000000,130.0,Released,The Law Has Limits. He Does Not.,2998,2012,6
8914,Deep Blue Sea,en,73648228,60000000,105.0,Released,Bigger. Smarter. Faster. Meaner.,604,1999,5
13576,This Is It,en,0,60000000,111.0,Released,Like You've Never Seen Him Before,247,2009,6
39538,Contagion,en,137551594,60000000,106.0,Released,Nothing spreads like fear,1325,2011,6
10628,Kangaroo Jack,en,0,0,89.0,Released,He stole the money... And he's not giving it back.,203,2003,4
14836,Coraline,en,124596398,60000000,100.0,Released,Be careful what you wish for.,1386,2009,7
8645,The Happening,en,163403799,60000000,91.0,Released,We've Sensed It. We've Seen The Signs. Now... It's Happening.,950,2008,4
9509,Man on Fire,en,130293714,70000000,146.0,Released,"Creasy's art is death, and he is about to paint his masterpiece.",1553,2004,7
10067,The Shaggy Dog,en,61112916,50000000,98.0,Released,It's going to be a ruff day.,137,2006,4
9384,Starsky & Hutch,en,170268750,60000000,101.0,Released,They're the man.,644,2004,5
9279,Jingle All the Way,en,129832389,60000000,89.0,Released,"Two Dads, One Toy, No Prisoners.",575,1996,5
1487,Hellboy,en,99318987,66000000,122.0,Released,From the Dark Side to Our Side.,2225,2004,6
9422,A Civil Action,en,56702901,70000000,115.0,Released,Justice has its price.,109,1998,6
77174,ParaNorman,en,107139399,60000000,90.0,Released,It's all fun and games until someone raises the dead.,789,2012,6
4824,The Jackal,en,159330280,60000000,124.0,Released,How do you stop an assassin who has no identity?,527,1997,6
9620,Paycheck,en,96269812,60000000,119.0,Released,Remember the future.,581,2003,5
9302,Up Close & Personal,en,0,60000000,119.0,Released,"Every Day we Have, is One More Than We Deserve.",50,1996,5
10199,The Tale of Despereaux,en,50877145,60000000,93.0,Released,Small Mouse. Big Dreams,258,2008,5
10771,The Tuxedo,en,0,0,98.0,Released,Suit up for action!,483,2002,5
3512,Under Siege 2: Dark Territory,en,104324083,60000000,100.0,Released,Last time he rocked the boat. This time the sky's the limit.,210,1995,5
137094,Jack Ryan: Shadow Recruit,en,50549107,60000000,105.0,Released,Trust no one.,1173,2014,5
274479,Joy,en,101134059,60000000,124.0,Released,,1581,2015,6
267860,London Has Fallen,en,205754447,60000000,99.0,Released,The world's leaders have assembled. So have their enemies.,1621,2016,5
8078,Alien: Resurrection,en,162000000,70000000,109.0,Released,It's already too late.,1365,1997,5
7485,Shooter,en,95696996,61000000,124.0,Released,Yesterday was about honor. Today is about justice.,1462,2007,6
170687,The Boxtrolls,en,108255770,60000000,97.0,Released,When troubles strikes friends stack together,668,2014,6
6435,Practical Magic,en,46683377,75000000,104.0,Released,"For two sisters from a family of witches, falling in love is the trickiest spell of all.",338,1998,6
137106,The Lego Movie,en,469160692,60000000,100.0,Released,The story of a nobody who saved everybody.,3070,2014,7
10040,Miss Congeniality 2: Armed and Fabulous,en,0,0,115.0,Released,You might feel a little prick,425,2005,5
6278,Reign of Fire,en,43061982,60000000,101.0,Released,Fight Fire With Fire,669,2002,6
82682,Gangster Squad,en,105200903,60000000,113.0,Released,No Names. No Badges. No Mercy.,1778,2013,6
17610,Year One,en,62357900,60000000,97.0,Released,Meet your ancestors,524,2009,4
22954,Invictus,en,122233971,60000000,134.0,Released,His people needed a leader. He gave them a champion.,1125,2009,7
16995,State of Play,en,87784194,60000000,127.0,Released,Find The Truth,484,2009,6
16558,Duplicity,en,60000000,78146652,125.0,Released,Outwit. Outspy. Outsmart. Outplay. Then get out.,201,2009,5
9849,My Favorite Martian,en,36850101,65000000,94.0,Released,The martian has landed. There goes the neighborhood.,80,1999,5
5820,The Sentinel,en,77920346,60000000,108.0,Released,"In 141 years, there's never been a traitor in the Secret Service.... Until Now.",225,2006,5
16866,Planet 51,en,104945765,70000000,91.0,Released,Something strange is coming to their planet...Us!,556,2009,5
201,Star Trek: Nemesis,en,67312826,60000000,117.0,Released,A generation's final journey... begins.,479,2002,6
11775,Intolerable Cruelty,en,119940815,60000000,100.0,Released,They can't keep their hands off each others assets.,391,2003,5
87825,Trouble with the Curve,en,0,0,111.0,Released,Whatever Life Throws at You,366,2012,6
12201,Edge of Darkness,en,74901339,80000000,117.0,Released,Some secrets take us to the edge.,487,2010,6
11015,The Relic,en,33956608,60000000,110.0,Released,The Next Evolution In Terror.,130,1997,5
9932,Analyze That,en,55003135,60000000,96.0,Released,Back in therapy,380,2002,5
13389,Righteous Kill,en,73174566,60000000,101.0,Released,Most people respect the badge. Everybody respects the gun.,375,2008,5
8838,Mercury Rising,en,0,60000000,111.0,Released,Someone knows too much.,368,1998,6
17332,The Soloist,en,31720158,60000000,109.0,Released,Life has a mind of its own,234,2009,6
4958,The Legend of Bagger Vance,en,39459427,80000000,126.0,Released,It Was Just A Moment Ago.,251,2000,6
786,Almost Famous,en,47383689,60000000,122.0,Released,Experience it. Enjoy it. Just don't fall for it.,797,2000,7
9513,Garfield: A Tail of Two Kitties,en,141702264,0,78.0,Released,The Ego has landed.,464,2006,5
11679,xXx: State of the Union,en,71073932,60000000,101.0,Released,Prepare for the next level,549,2005,4
38321,Priest,en,78309131,60000000,87.0,Released,Vampire Killer,692,2011,5
14411,Sinbad: Legend of the Seven Seas,en,26288320,60000000,86.0,Released,,372,2003,6
8413,Event Horizon,en,26673242,60000000,96.0,Released,Infinite Space - Infinite Terror,742,1997,6
10052,Dragonfly,en,52322400,60000000,104.0,Released,When someone you love dies... are they gone forever?,204,2002,6
9676,The Black Dahlia,en,49111202,50000000,121.0,Released,Inspired by the most notorious unsolved murder in California history.,287,2006,5
9664,Flyboys,en,17800000,60000000,140.0,Released,Inspired by a true story,271,2006,6
2100,The Last Castle,en,27642707,72000000,131.0,Released,A Castle Can Only Have One King,285,2001,7
10384,Supernova,en,14828081,90000000,91.0,Released,"In the farthest reaches of space, something has gone terribly wrong.",109,2000,4
137321,Winter's Tale,en,30800231,60000000,118.0,Released,This is not a true story. This is true love.,487,2014,6
123553,The Mortal Instruments: City of Bones,en,90565421,60000000,130.0,Released,You have been chosen,1602,2013,6
11260,Meet Dave,en,50650079,60000000,90.0,Released,There's a Whole Other World Going on Inside of Him.,371,2008,5
9009,Dark Water,en,25473093,30000000,105.0,Released,"This Season, The Mystery Of The Darkness Will Consume Your Life",274,2005,5
11374,Edtv,en,0,80000000,122.0,Released,Fame. Be careful. It's out there.,166,1999,5
2309,Inkheart,en,57490374,60000000,106.0,Released,Every story ever written is just waiting to become real.,592,2008,6
8285,The Spirit,en,39031337,60000000,103.0,Released,I'm gonna kill you all kinds of dead.,320,2008,4
210860,Mortdecai,en,30418560,60000000,106.0,Released,Sophistication Has a Name.,1055,2015,5
2312,In the Name of the King: A Dungeon Siege Tale,en,0,60000000,127.0,Released,Rise and fight,224,2007,4
9839,Beyond Borders,en,0,35000000,127.0,Released,Where hope survives.,110,2003,6
381902,The Monkey King 2,zh,193677158,68490000,120.0,Released,,24,2016,6
13922,The Great Raid,en,10166502,80000000,132.0,Released,The most daring rescue mission of our time is a story that has never been told,91,2005,6
293660,Deadpool,en,783112979,58000000,108.0,Released,Witness the beginning of a happy ending,10995,2016,7
9713,Holy Man,en,0,60000000,114.0,Released,The Comedy Where Nothing's Sacred!,111,1998,4
190859,American Sniper,en,542307423,58800000,133.0,Released,The most lethal sniper in U.S. history.,4469,2014,7
257445,Goosebumps,en,158162788,58000000,103.0,Released,The stories are alive.,995,2015,6
9007,Just Like Heaven,en,102854431,58000000,95.0,Released,It's a wonderful afterlife.,579,2005,6
889,The Flintstones in Viva Rock Vegas,en,59468275,83000000,90.0,Released,Get ready to rock!,134,2000,4
1370,Rambo III,en,189015611,63000000,102.0,Released,The first was for himself. The second for his country. This time it's to save his friend.,690,1988,5
4942,Leatherheads,en,41299492,58000000,114.0,Released,"If Love Is a Game, Who'll Make the First Pass?",130,2008,5
347969,The Ridiculous 6,en,0,60000000,119.0,Released,,388,2015,4
24438,Did You Hear About the Morgans?,en,85280250,58000000,103.0,Released,We're not in Manhattan anymore.,276,2009,5
116741,The Internship,en,44000000,58000000,119.0,Released,Hiring them was a brilliant mistake.,1658,2013,6
35791,Resident Evil: Afterlife,en,300228084,60000000,97.0,Released,She's back...And she's bringing a few of her friends.,1363,2010,5
72431,Red Tails,en,50365377,58000000,125.0,Released,High-Octane Action and Daring Dogfights!,178,2012,5
1813,The Devil's Advocate,en,152944660,57000000,144.0,Released,Evil has its winning ways.,1374,1997,7
87428,That's My Boy,en,58058367,70000000,116.0,Released,The story of a child… and his son.,453,2012,5
8840,DragonHeart,en,115267375,57000000,103.0,Released,You will believe.,535,1996,6
10589,After the Sunset,en,61347797,60000000,97.0,Released,Who will walk away?,226,2004,6
71676,Ghost Rider: Spirit of Vengeance,en,149217355,57000000,95.0,Released,He Rides Again.,1135,2011,4
1722,Captain Corelli's Mandolin,en,62112895,57000000,131.0,Released,,145,2001,5
10022,The Pacifier,en,113006880,56000000,95.0,Released,Welcome to the infantry.,842,2005,5
11358,Walking Tall,en,57223890,56000000,86.0,Released,One man will stand up for what's right.,381,2004,6
13,Forrest Gump,en,677945399,55000000,142.0,Released,"The world will never be the same, once you've seen it through the eyes of Forrest Gump.",7927,1994,8
6477,Alvin and the Chipmunks,en,361366633,60000000,92.0,Released,Get your squeak on!,1177,2007,5
1597,Meet the Parents,en,330444045,55000000,108.0,Released,First comes love. Then comes the interrogation.,1698,2000,6
10530,Pocahontas,en,346079773,55000000,81.0,Released,An American legend comes to life.,1457,1995,6
1924,Superman,en,300218018,55000000,143.0,Released,You'll Believe a Man Can Fly!,1022,1978,6
9327,The Nutty Professor,en,128769345,54000000,95.0,Released,"Inside Sherman Klump, a party animal is about to break out.",702,1996,5
8488,Hitch,en,368100420,70000000,118.0,Released,The cure for the common man.,1665,2005,6
10603,George of the Jungle,en,0,55000000,92.0,Released,Watch out!,496,1997,5
8273,American Wedding,en,231449203,55000000,103.0,Released,Forever hold your piece.,1129,2003,6
109424,Captain Phillips,en,95000000,55000000,134.0,Released,Out here survival is everything.,2454,2013,7
35056,Date Night,en,152263880,55000000,97.0,Released,One ordinary couple. One little white lie.,1122,2010,5
8839,Casper,en,287928194,50000000,100.0,Released,Get an afterlife,1019,1995,6
156022,The Equalizer,en,192330738,55000000,132.0,Released,What do you see when you look at me?,2954,2014,7
7303,Maid in Manhattan,en,154906693,55000000,105.0,Released,,485,2002,5
8963,Crimson Tide,en,157387195,53000000,116.0,Released,Danger runs deep.,498,1995,7
1402,The Pursuit of Happyness,en,307077295,55000000,117.0,Released,,2525,2006,7
9315,Flightplan,en,223387299,55000000,98.0,Released,If Someone Took Everything You Live For... How Far Would You Go To Get It Back?,772,2005,6
8984,Disclosure,en,214015089,55000000,123.0,Released,Sex Is Power.,210,1994,5
795,City of Angels,en,198685114,55000000,114.0,Released,She didn't believe in angels until she fell in love with one.,529,1998,6
24,Kill Bill: Vol. 1,en,180949000,30000000,111.0,Released,Go for the kill.,4949,2003,7
11353,Bowfinger,en,0,55000000,97.0,Released,The con is on.,254,1999,6
393,Kill Bill: Vol. 2,en,152159461,30000000,136.0,Released,The bride is back for the final cut.,3948,2004,7
